host_since;host_response_time;host_response_rate;host_acceptance_rate;host_is_superhost;host_listings_count;host_identity_verified;neighbourhood_cleansed;property_type;room_type;accommodates;bedrooms;beds;minimum_nights;maximum_nights;number_of_reviews;review_scores_rating;instant_bookable
09/09/2008;2;92;25;f;6;t;Midtown;Entire_apartment;Entire_home-apt;2;1;1;30;1125;48;94;f
07/12/2008;3;95;93;f;1;t;Clinton_Hill;Entire_guest_suite;Entire_home-apt;3;1;3;1;730;375;89;f
03/02/2009;3;87.640014;81.277545;f;1;t;Bedford-Stuyvesant;Private_room_in_apartment;Private_room;2;1;1;30;730;50;90;f
03/03/2009;1;100;100;f;1;f;Midtown;Private_room_in_apartment;Private_room;2;1;1;2;14;474;84;f
05/02/2009;3;87.640014;81.277545;f;1;t;Upper_West_Side;Private_room_in_apartment;Private_room;1;1;1;2;14;118;98;f
10/03/2009;2;90;100;t;3;t;South_Slope;Private_room_in_townhouse;Private_room;2;1;0;4;90;182;94;f
06/05/2009;3;87.640014;96;f;1;t;Williamsburg;Entire_apartment;Entire_home-apt;3;1;1;30;730;181;91;f
07/05/2009;3;87.640014;81.277545;f;0;t;East_Harlem;Private_room_in_condominium;Private_room;1;1;1;30;180;0;93.812903;f
12/05/2009;3;100;100;f;3;t;East_Harlem;Private_room_in_apartment;Private_room;1;1;1;30;700;233;98;t
17/05/2009;3;100;100;t;1;t;Fort_Greene;Entire_townhouse;Entire_home-apt;2;1;1;2;1125;239;97;t
20/05/2009;1;50;20;f;2;t;East_Harlem;Private_room_in_apartment;Private_room;1;2;2;30;365;0;93.812903;f
12/06/2009;2;100;50;f;1;f;Williamsburg;Entire_loft;Entire_home-apt;4;1;2;30;90;9;98;f
10/07/2009;3;92;97;f;2;t;Bedford-Stuyvesant;Entire_loft;Entire_home-apt;5;1;4;2;1125;118;95;f
06/08/2009;0;33;81.277545;f;1;t;Hells_Kitchen;Entire_apartment;Entire_home-apt;2;1;1;30;1125;58;90;f
16/06/2009;2;100;83;t;1;t;East_Village;Entire_apartment;Entire_home-apt;3;1;1;14;75;35;94;t
16/08/2009;0;0;36;f;1;t;Harlem;Private_room_in_apartment;Private_room;2;1;1;30;730;98;98;f
03/09/2009;3;100;100;f;0;t;Bedford-Stuyvesant;Private_room_in_apartment;Private_room;3;1;0;30;730;75;93;f
10/03/2009;2;90;100;t;3;t;South_Slope;Private_room_in_townhouse;Private_room;2;1;0;4;30;181;95;f
12/10/2009;3;87.640014;81.277545;f;1;f;Flatbush;Private_room_in_house;Private_room;1;1;2;30;730;0;93.812903;f
19/10/2009;2;90;86;f;2;f;East_Village;Private_room_in_apartment;Private_room;2;1;1;2;1125;265;88;f
22/10/2009;3;87.640014;100;f;1;f;Harlem;Entire_apartment;Entire_home-apt;3;1;1;30;730;107;96;t
31/10/2009;0;33;91;t;1;f;Long_Island_City;Private_room_in_townhouse;Private_room;4;1;2;2;20;282;98;f
31/10/2009;1;80;93;f;3;t;Bedford-Stuyvesant;Entire_apartment;Entire_home-apt;2;1;1;30;365;67;89;f
27/07/2009;2;100;75;f;6;t;Jamaica;Private_room_in_house;Private_room;4;1;2;2;365;65;83;f
05/11/2009;3;100;94;t;4;t;Williamsburg;Entire_apartment;Entire_home-apt;2;1;1;180;730;35;98;f
08/11/2009;3;87.640014;73;t;2;t;Fort_Greene;Private_room_in_apartment;Private_room;2;1;1;1;1125;143;94;f
14/11/2009;1;78;92;f;3;t;Bedford-Stuyvesant;Private_room_in_townhouse;Private_room;2;1;1;2;1125;141;93;f
20/11/2009;3;81;65;f;3;t;Williamsburg;Entire_loft;Entire_home-apt;2;2;0;3;60;103;95;f
21/11/2009;0;0;95;t;2;t;Greenpoint;Entire_apartment;Entire_home-apt;2;1;2;30;1125;180;97;f
21/11/2009;3;100;81.277545;f;1;t;Kips_Bay;Entire_apartment;Entire_home-apt;1;1;1;30;1125;20;96;t
04/12/2009;3;100;100;f;2;t;Nolita;Entire_condominium;Entire_home-apt;2;1;2;30;366;26;91;f
05/12/2009;2;100;100;t;1;t;Williamsburg;Private_room_in_apartment;Private_room;1;1;1;7;60;49;97;f
05/12/2009;1;90;14;f;2;t;Chelsea;Entire_apartment;Entire_home-apt;4;2;2;30;365;5;100;f
09/12/2009;1;80;90;t;2;t;Upper_East_Side;Entire_apartment;Entire_home-apt;6;2;4;30;1125;83;94;f
16/12/2009;1;100;47;t;2;t;Prospect_Heights;Entire_condominium;Entire_home-apt;8;4;4;30;730;151;99;f
16/12/2009;2;100;25;f;2;f;Fort_Greene;Private_room_in_apartment;Private_room;2;1;2;7;150;28;92;f
19/12/2009;3;100;96;f;2;t;East_Village;Private_room_in_condominium;Private_room;2;1;1;2;60;419;95;f
20/12/2009;2;100;93;f;1;t;Williamsburg;Entire_loft;Entire_home-apt;2;1;2;1;1;182;94;f
19/11/2008;2;90;51;f;3;t;East_Village;Private_room_in_apartment;Private_room;1;1;1;1;30;119;93;f
26/12/2009;2;100;100;t;1;t;East_Harlem;Entire_loft;Entire_home-apt;8;4;6;4;365;214;97;f
27/12/2009;3;100;100;f;1;t;East_Village;Entire_apartment;Entire_home-apt;2;1;1;30;90;53;96;f
07/01/2010;3;87.640014;100;t;2;t;Washington_Heights;Private_room_in_apartment;Private_room;2;1;1;2;28;60;98;t
07/01/2010;2;100;100;t;1;t;Clinton_Hill;Private_room_in_apartment;Private_room;2;1;1;150;155;128;99;f
11/01/2010;1;100;14;f;1;t;East_Village;Entire_apartment;Entire_home-apt;2;1;1;30;30;21;97;f
12/01/2010;1;100;58;f;2;f;Woodside;Private_room_in_condominium;Private_room;2;1;1;30;365;22;99;f
12/01/2010;1;100;58;f;2;f;Woodside;Private_room_in_condominium;Private_room;1;1;0;30;365;28;100;f
20/01/2010;1;100;100;t;1;t;Chelsea;Private_room_in_loft;Private_room;3;1;1;4;150;184;99;f
20/01/2010;3;87.640014;100;f;1;t;Williamsburg;Private_room_in_apartment;Private_room;4;2;2;30;90;63;89;t
15/01/2010;0;0;81.277545;f;1;f;Kips_Bay;Private_room_in_apartment;Private_room;2;1;1;30;180;1;100;f
24/01/2010;3;87.640014;100;t;2;t;Harlem;Entire_apartment;Entire_home-apt;3;2;2;31;365;58;94;f
25/01/2010;1;100;100;f;1;t;Flatbush;Entire_apartment;Entire_home-apt;4;1;2;30;60;17;94;f
29/01/2010;0;0;0;f;1;t;Williamsburg;Entire_apartment;Entire_home-apt;2;1;1;30;90;61;90;f
20/01/2010;3;87.640014;100;f;1;t;Williamsburg;Private_room_in_apartment;Private_room;2;1;1;30;200;193;94;t
06/02/2010;1;100;81;t;3;f;Prospect_Heights;Private_room_in_house;Private_room;2;1;1;30;730;45;98;f
12/08/2011;1;83;38;f;1;t;Bedford-Stuyvesant;Private_room_in_house;Private_room;2;1;0;5;100;31;87;f
03/11/2009;3;100;88;f;8;t;Clinton_Hill;Private_room_in_townhouse;Private_room;3;1;2;7;365;19;89;t
09/02/2010;3;87.640014;81.277545;f;1;t;Williamsburg;Entire_apartment;Entire_home-apt;2;1;1;30;365;168;81;f
29/09/2009;3;87.640014;33;f;1;t;Upper_West_Side;Entire_apartment;Entire_home-apt;2;1;0;30;365;83;94;f
18/02/2010;3;87.640014;0;f;1;t;Harlem;Private_room_in_apartment;Private_room;1;1;0;30;60;3;100;f
20/02/2010;0;0;100;t;2;t;Chelsea;Private_room_in_apartment;Private_room;2;1;1;30;1125;36;99;f
26/03/2009;1;70;46;f;3;t;Carroll_Gardens;Entire_apartment;Entire_home-apt;3;2;0;30;120;259;94;f
13/03/2010;3;87.640014;100;f;2;t;Harlem;Entire_townhouse;Entire_home-apt;6;2;4;30;1125;219;95;f
15/03/2010;3;100;95;f;2;t;West_Village;Entire_house;Entire_home-apt;5;3;3;5;30;49;88;f
23/03/2010;3;100;100;f;1;t;Park_Slope;Entire_apartment;Entire_home-apt;9;4;6;30;180;88;96;f
03/03/2010;3;87.640014;80;f;2;t;Bedford-Stuyvesant;Entire_apartment;Entire_home-apt;6;2;4;30;1125;171;92;f
08/04/2010;3;87.640014;81.277545;f;1;t;Williamsburg;Entire_apartment;Entire_home-apt;4;1;2;30;100;29;92;f
12/04/2010;3;87.640014;100;f;1;t;Harlem;Private_room_in_apartment;Private_room;2;1;1;1;1125;190;95;f
16/04/2010;1;100;81.277545;f;1;t;Gowanus;Entire_townhouse;Entire_home-apt;6;3;3;30;66;20;98;f
03/12/2009;3;100;95;f;2;t;Hells_Kitchen;Private_room_in_apartment;Private_room;1;1;1;2;25;374;91;f
03/11/2009;3;100;88;f;8;t;Clinton_Hill;Private_room_in_townhouse;Private_room;3;1;2;30;365;29;96;f
29/09/2009;3;100;100;t;2;t;South_Slope;Entire_apartment;Entire_home-apt;3;1;1;30;365;472;99;t
29/04/2010;2;100;100;t;1;t;Williamsburg;Entire_house;Entire_home-apt;6;3;4;30;90;343;96;f
29/04/2010;3;87.640014;100;f;1;t;Upper_West_Side;Entire_apartment;Entire_home-apt;4;2;3;30;30;28;92;f
06/05/2010;3;100;100;t;1;t;Harlem;Entire_apartment;Entire_home-apt;6;1;1;2;20;209;95;f
07/05/2010;3;87.640014;100;f;1;t;Upper_West_Side;Entire_apartment;Entire_home-apt;2;1;2;30;30;20;92;t
07/05/2010;3;87.640014;81.277545;f;1;t;East_Village;Entire_apartment;Entire_home-apt;3;1;2;30;365;25;97;f
13/05/2010;3;87.640014;0;f;1;f;Upper_East_Side;Entire_apartment;Entire_home-apt;4;1;2;30;30;21;99;f
03/09/2009;3;100;100;f;0;t;Bedford-Stuyvesant;Private_room_in_apartment;Private_room;2;1;1;30;730;64;93;f
18/05/2010;3;100;100;t;1;t;Clinton_Hill;Private_room_in_apartment;Private_room;2;1;1;3;90;282;98;t
16/05/2010;2;100;66;f;1;t;East_Village;Entire_apartment;Entire_home-apt;3;1;1;30;1125;111;96;f
21/05/2010;3;87.640014;67;t;1;t;Greenpoint;Private_room_in_loft;Private_room;2;1;1;30;30;196;98;f
02/05/2010;3;100;88;t;3;t;Upper_West_Side;Private_room_in_apartment;Private_room;2;1;1;30;365;66;97;f
31/05/2010;2;100;43;t;1;t;West_Village;Entire_apartment;Entire_home-apt;2;1;1;30;59;31;94;f
02/06/2010;3;87.640014;0;f;1;t;Flatlands;Private_room_in_house;Private_room;2;3;1;30;90;4;87;f
03/06/2010;3;100;100;f;3;t;Clinton_Hill;Private_room_in_apartment;Private_room;2;1;1;2;365;469;90;t
03/06/2010;1;100;97;f;3;t;Bedford-Stuyvesant;Entire_apartment;Entire_home-apt;4;2;2;30;30;263;93;f
01/05/2010;2;100;29;t;4;t;Clinton_Hill;Private_room_in_condominium;Private_room;3;1;2;30;730;92;97;f
07/06/2010;2;100;81.277545;f;1;f;East_Village;Entire_apartment;Entire_home-apt;1;1;1;14;30;3;100;f
07/06/2010;2;100;80;f;1;f;Flushing;Private_room_in_house;Private_room;2;1;1;30;730;2;90;t
03/06/2010;1;100;97;f;3;t;Bedford-Stuyvesant;Entire_apartment;Entire_home-apt;6;1;5;30;90;141;92;f
12/06/2010;2;100;96;t;1;t;Williamsburg;Entire_apartment;Entire_home-apt;2;1;1;4;60;255;99;f
12/06/2010;1;60;40;f;2;t;East_Village;Entire_apartment;Entire_home-apt;3;2;2;1;1125;34;88;f
20/05/2010;2;100;50;f;10;f;Upper_West_Side;Entire_apartment;Entire_home-apt;2;1;1;120;180;20;100;f
02/06/2010;3;87.640014;0;f;1;t;Prospect_Heights;Entire_apartment;Entire_home-apt;4;2;4;30;60;4;70;f
04/07/2010;3;87.640014;81.277545;f;1;t;East_Harlem;Private_room_in_apartment;Private_room;2;1;1;30;999;34;95;f
05/07/2010;2;100;33;f;1;t;West_Village;Entire_condominium;Entire_home-apt;2;1;2;30;1125;136;98;f
13/07/2010;2;100;0;f;1;t;Boerum_Hill;Entire_house;Entire_home-apt;13;5;5;3;60;23;93;f
16/07/2010;2;100;85;f;2;t;Upper_East_Side;Entire_apartment;Entire_home-apt;4;1;1;1;28;265;83;f
16/07/2010;3;100;98;f;2;t;Williamsburg;Private_room_in_apartment;Private_room;2;1;1;4;45;223;96;f
17/07/2010;3;87.640014;13;f;2;t;Hells_Kitchen;Private_room_in_apartment;Private_room;2;1;1;30;1125;44;97;f
04/04/2009;2;100;95;t;2;t;Upper_West_Side;Private_room_in_apartment;Private_room;2;1;1;1;365;181;91;f
18/04/2010;3;87.640014;81.277545;f;1;t;Sunnyside;Private_room_in_apartment;Private_room;1;1;2;30;270;29;98;f
18/07/2010;3;87.640014;100;f;2;t;Bedford-Stuyvesant;Entire_townhouse;Entire_home-apt;4;1;1;30;30;337;94;f
29/07/2010;1;80;100;f;0;f;Lower_East_Side;Entire_loft;Entire_home-apt;4;2;3;5;30;57;95;f
26/03/2009;1;70;46;f;3;t;Red_Hook;Entire_apartment;Entire_home-apt;2;2;2;30;90;169;92;f
30/07/2010;1;100;50;t;1;t;St._George;Private_room_in_apartment;Private_room;2;1;1;2;730;176;96;f
04/08/2010;3;100;75;t;2;t;Tribeca;Entire_apartment;Entire_home-apt;6;1;5;30;90;12;97;f
26/07/2010;3;100;79;t;2;t;Fort_Greene;Private_room_in_house;Private_room;2;1;1;30;30;231;94;f
06/08/2010;0;38;36;f;3;t;West_Village;Entire_apartment;Entire_home-apt;2;1;1;30;365;87;95;f
15/08/2010;3;87.640014;81.277545;f;1;f;Harlem;Entire_apartment;Entire_home-apt;4;2;2;30;1125;18;96;f
04/01/2010;3;100;100;t;3;t;Fort_Greene;Private_room_in_apartment;Private_room;2;1;1;2;31;253;98;t
16/08/2010;3;100;100;f;1;f;West_Village;Private_room_in_apartment;Private_room;2;1;1;30;365;23;86;f
17/08/2010;3;100;43;f;5;t;Ridgewood;Entire_townhouse;Entire_home-apt;16;5;10;30;730;13;88;f
17/08/2010;3;87.640014;81.277545;f;1;f;Port_Morris;Private_room_in_apartment;Private_room;1;1;1;30;40;0;93.812903;t
25/07/2011;3;87.640014;89;f;0;t;Morningside_Heights;Private_room_in_bed_and_breakfast;Private_room;2;1;0;31;730;129;93;f
19/02/2009;1;75;40;t;1;t;Park_Slope;Entire_apartment;Entire_home-apt;2;1;0;30;200;58;94;f
23/08/2010;3;100;100;f;3;t;Prospect_Heights;Private_room_in_house;Private_room;2;1;1;30;1125;51;95;f
29/08/2010;2;100;74;f;5;t;Williamsburg;Private_room_in_apartment;Private_room;1;1;1;30;90;28;95;f
02/09/2010;3;100;98;t;2;t;Lower_East_Side;Entire_apartment;Entire_home-apt;2;1;1;60;60;116;95;f
10/03/2009;2;90;100;t;3;t;Gowanus;Entire_apartment;Entire_home-apt;3;1;2;4;180;176;97;f
16/09/2010;3;87.640014;81.277545;f;2;t;Upper_East_Side;Private_room_in_apartment;Private_room;1;1;1;14;31;0;93.812903;f
27/07/2009;2;100;75;f;6;t;Jamaica;Private_room_in_house;Private_room;2;1;1;30;365;53;88;f
17/08/2010;3;100;43;f;5;t;Middle_Village;Entire_guesthouse;Entire_home-apt;4;1;0;30;365;33;87;f
17/08/2010;3;100;43;f;5;t;Ridgewood;Private_room_in_apartment;Private_room;7;2;3;30;730;6;80;f
17/08/2010;3;100;43;f;5;t;Middle_Village;Entire_townhouse;Entire_home-apt;12;4;8;30;730;20;95;f
02/10/2010;3;96;100;f;5;t;East_Village;Private_room_in_apartment;Private_room;2;1;0;30;365;95;89;f
05/10/2010;3;87.640014;81.277545;f;1;t;Harlem;Private_room_in_apartment;Private_room;2;1;1;30;60;0;93.812903;f
23/08/2010;3;100;100;f;3;t;Prospect_Heights;Private_room_in_townhouse;Private_room;2;1;0;2;1125;100;98;f
07/10/2010;3;100;100;f;5;t;Harlem;Entire_apartment;Entire_home-apt;5;1;4;1;30;122;92;f
27/07/2009;2;100;75;f;6;t;Jamaica;Private_room_in_house;Private_room;2;1;1;30;365;62;87;f
10/10/2010;2;100;100;t;1;t;East_Harlem;Private_room_in_apartment;Private_room;2;1;1;5;21;228;97;t
18/10/2010;3;87.640014;81.277545;f;1;t;Fort_Greene;Private_room_in_apartment;Private_room;1;1;1;3;18;37;96;t
21/10/2010;2;90;80;f;0;t;Greenpoint;Entire_apartment;Entire_home-apt;2;1;1;30;1125;74;98;t
07/10/2010;3;100;100;f;5;t;Harlem;Private_room_in_apartment;Private_room;2;1;1;30;30;208;93;f
26/10/2010;3;100;98;t;13;f;Ditmars_Steinway;Entire_apartment;Entire_home-apt;4;1;2;30;365;39;93;f
12/08/2010;1;89;42;t;1;t;Cobble_Hill;Entire_apartment;Entire_home-apt;3;1;1;30;90;242;94;f
19/09/2010;3;87.640014;81.277545;f;3;t;East_Village;Entire_loft;Entire_home-apt;2;1;1;30;61;205;95;f
30/10/2010;3;100;100;t;1;t;Hells_Kitchen;Entire_apartment;Entire_home-apt;4;1;2;3;365;109;96;f
31/10/2010;2;100;81;t;1;t;Flatiron_District;Entire_loft;Entire_home-apt;2;1;1;2;7;124;100;f
01/11/2010;3;100;99;t;2;t;Harlem;Private_room_in_apartment;Private_room;2;1;1;3;365;264;97;t
03/11/2010;3;100;96;t;2;t;Harlem;Private_room_in_apartment;Private_room;2;1;1;1;30;524;94;f
03/11/2010;3;87.640014;50;f;1;f;Windsor_Terrace;Private_room_in_townhouse;Private_room;4;2;3;2;30;25;94;f
06/11/2010;0;0;50;f;1;t;Roosevelt_Island;Private_room_in_apartment;Private_room;2;1;0;30;365;22;96;t
10/11/2010;3;100;91;t;1;t;Lower_East_Side;Entire_apartment;Entire_home-apt;2;1;1;30;90;57;93;f
17/08/2010;3;100;43;f;5;t;Ridgewood;Entire_apartment;Entire_home-apt;9;3;1;30;730;2;100;f
30/07/2010;3;89;31;f;0;t;Chinatown;Entire_apartment;Entire_home-apt;5;2;2;7;31;24;92;f
15/11/2010;3;87.640014;81.277545;t;2;t;Midtown;Entire_apartment;Entire_home-apt;4;1;1;30;365;82;92;t
17/11/2010;1;100;50;f;1;t;Tribeca;Entire_loft;Entire_home-apt;6;3;3;30;365;106;87;t
26/03/2010;3;87.640014;81.277545;f;0;t;Greenwich_Village;Entire_apartment;Entire_home-apt;3;1;1;30;365;10;98;f
19/11/2010;3;100;100;t;5;t;East_Harlem;Entire_apartment;Entire_home-apt;2;1;1;30;30;190;97;f
07/10/2010;3;100;100;f;5;t;Harlem;Private_room_in_apartment;Private_room;3;1;2;30;30;216;94;t
30/09/2010;3;87.640014;0;f;1;f;Harlem;Private_room_in_apartment;Private_room;2;1;1;30;365;3;100;f
20/11/2010;3;100;100;t;1;t;East_Village;Entire_apartment;Entire_home-apt;6;1;2;30;1125;163;91;t
20/11/2010;3;87.640014;81.277545;f;1;t;Upper_West_Side;Entire_apartment;Entire_home-apt;6;3;3;30;1125;4;100;f
22/11/2010;3;87.640014;81.277545;f;1;t;Little_Italy;Entire_apartment;Entire_home-apt;4;2;3;30;730;21;92;f
28/06/2009;3;87.640014;81.277545;f;1;f;Midtown;Entire_apartment;Entire_home-apt;3;1;0;200;730;92;85;f
28/11/2010;1;100;81.277545;t;3;t;Williamsburg;Private_room_in_apartment;Private_room;1;1;1;30;240;20;89;f
29/11/2010;1;100;100;t;1;t;East_Village;Entire_apartment;Entire_home-apt;2;1;1;30;69;61;96;f
10/08/2010;3;87.640014;100;f;1;t;Bushwick;Entire_apartment;Entire_home-apt;3;1;2;30;90;129;91;t
29/11/2010;3;94;92;f;5;t;Tompkinsville;Private_room_in_house;Private_room;2;1;1;30;365;213;89;f
29/11/2010;3;94;92;f;5;t;Tompkinsville;Private_room_in_house;Private_room;2;1;1;30;365;171;87;f
29/11/2010;3;87.640014;81.277545;f;1;f;Upper_West_Side;Entire_apartment;Entire_home-apt;2;1;1;30;60;30;96;f
29/11/2010;3;94;92;f;5;t;Tompkinsville;Private_room_in_house;Private_room;2;1;1;30;365;202;88;f
01/12/2010;3;87.640014;85;f;0;t;East_Village;Entire_house;Entire_home-apt;3;1;2;3;365;198;85;f
01/12/2010;1;100;50;t;2;t;Chelsea;Entire_apartment;Entire_home-apt;2;1;1;30;62;68;98;f
01/12/2010;3;100;83;f;3;t;Greenpoint;Entire_house;Entire_home-apt;4;2;2;3;90;130;96;f
29/11/2010;3;94;92;f;5;t;St._George;Private_room_in_apartment;Private_room;2;1;0;30;365;260;92;f
22/11/2010;3;100;80;t;7;t;Clason_Point;Private_room_in_house;Private_room;3;1;2;30;1125;0;93.812903;f
05/12/2010;2;100;93;t;11;f;Eastchester;Entire_apartment;Entire_home-apt;2;1;1;2;1125;44;98;f
18/07/2010;3;87.640014;100;f;2;t;Bedford-Stuyvesant;Entire_townhouse;Entire_home-apt;2;1;1;30;1124;268;92;f
01/12/2010;3;87.640014;85;f;0;t;East_Village;Entire_house;Entire_home-apt;4;2;2;30;365;153;87;f
07/12/2010;1;75;33;f;1;t;Inwood;Private_room_in_apartment;Private_room;2;1;2;30;30;1;100;f
07/12/2010;2;100;100;f;6;t;Williamsburg;Private_room_in_apartment;Private_room;1;1;3;31;1125;14;98;f
17/06/2010;3;87.640014;81.277545;f;1;t;East_Village;Entire_apartment;Entire_home-apt;2;1;1;30;730;0;93.812903;f
08/12/2010;3;87.640014;100;t;1;t;Crown_Heights;Private_room_in_townhouse;Private_room;2;1;0;3;29;308;96;f
09/12/2010;3;100;100;f;1;t;Crown_Heights;Private_room_in_apartment;Private_room;2;1;1;30;182;50;98;t
09/12/2010;2;100;73;f;2;f;Crown_Heights;Private_room_in_house;Private_room;3;1;1;30;365;244;96;f
19/10/2009;2;90;86;f;2;f;East_Village;Private_room_in_apartment;Private_room;2;1;1;1;1125;215;91;f
14/12/2010;1;100;0;f;1;t;Bedford-Stuyvesant;Private_room_in_apartment;Private_room;1;1;1;30;365;80;88;f
14/12/2010;3;87.640014;81.277545;f;1;f;Bedford-Stuyvesant;Private_room_in_house;Private_room;3;2;2;5;30;63;98;f
10/12/2010;3;100;69;t;3;t;Lower_East_Side;Entire_apartment;Entire_home-apt;5;2;2;2;730;1;100;f
16/12/2010;2;100;100;f;1;t;Williamsburg;Entire_apartment;Entire_home-apt;2;1;1;10;300;56;93;f
16/12/2010;1;100;95;f;1;t;Williamsburg;Entire_apartment;Entire_home-apt;3;1;2;30;90;158;90;f
18/12/2010;3;87.640014;81.277545;f;1;t;Harlem;Private_room_in_apartment;Private_room;1;1;1;3;14;20;98;f
18/12/2010;3;87.640014;0;f;1;t;Park_Slope;Entire_apartment;Entire_home-apt;2;1;1;5;20;11;100;f
19/12/2010;2;100;60;f;1;t;Upper_East_Side;Entire_apartment;Entire_home-apt;2;1;1;31;365;64;96;f
19/12/2010;3;87.640014;100;t;1;f;Gowanus;Entire_apartment;Entire_home-apt;4;2;2;30;90;68;97;f
21/12/2010;1;100;92;t;2;t;East_Village;Entire_loft;Entire_home-apt;2;1;1;3;60;97;98;f
10/12/2010;3;100;69;t;3;t;Nolita;Entire_apartment;Entire_home-apt;5;2;3;1;1125;133;97;f
01/06/2010;2;100;97;f;1;t;Harlem;Entire_apartment;Entire_home-apt;5;2;2;30;365;211;87;f
26/12/2010;2;100;96;t;3;t;Park_Slope;Entire_apartment;Entire_home-apt;5;1;3;30;360;250;96;f
28/12/2010;3;100;86;t;2;t;Gowanus;Entire_apartment;Entire_home-apt;3;1;1;2;270;98;100;f
25/12/2010;2;100;50;f;3;f;Ridgewood;Entire_apartment;Entire_home-apt;4;2;0;31;210;1;47;f
31/03/2010;3;100;92;t;1;t;East_Harlem;Entire_apartment;Entire_home-apt;2;1;2;28;365;31;97;t
29/12/2010;3;75;82;f;1;t;Williamsburg;Entire_apartment;Entire_home-apt;4;1;2;30;89;64;97;f
01/01/2011;3;87.640014;100;t;1;t;Harlem;Private_room_in_apartment;Private_room;2;1;1;30;200;105;96;f
04/01/2010;3;87.640014;81.277545;f;0;t;Astoria;Private_room_in_apartment;Private_room;1;1;1.533611;30;730;0;93.812903;f
07/01/2011;3;87.640014;81.277545;f;0;t;Harlem;Private_room_in_apartment;Private_room;1;1;2;30;300;66;91;f
10/01/2011;3;87.640014;33;f;1;t;Upper_West_Side;Entire_apartment;Entire_home-apt;2;1;1;30;200;33;99;f
09/11/2010;3;100;96;t;4;t;Carroll_Gardens;Entire_apartment;Entire_home-apt;5;3;4;4;60;140;99;t
11/01/2011;3;87.640014;81.277545;f;1;t;Greenpoint;Private_room_in_apartment;Private_room;2;1;1;30;30;7;97;f
08/11/2010;3;100;94;t;2;t;Little_Italy;Entire_loft;Entire_home-apt;6;3;3;3;1125;216;97;f
18/01/2011;3;100;69;f;2;t;Upper_West_Side;Entire_apartment;Entire_home-apt;2;1;1;30;120;51;96;t
26/01/2011;2;100;77;t;1;t;Chinatown;Entire_condominium;Entire_home-apt;2;1;1;25;1125;50;96;f
27/01/2011;2;100;50;t;2;t;West_Village;Entire_condominium;Entire_home-apt;2;1;1;30;365;42;97;f
27/01/2011;3;87.640014;81.277545;f;2;t;Greenpoint;Entire_loft;Entire_home-apt;4;1;2;1;60;50;100;f
30/01/2011;2;100;67;f;2;t;Kingsbridge;Entire_apartment;Entire_home-apt;2;1;1;30;400;8;90;f
01/02/2011;3;87.640014;81.277545;f;1;t;Upper_West_Side;Entire_apartment;Entire_home-apt;2;1;0;30;90;37;90;f
24/08/2010;3;100;100;t;2;t;Williamsburg;Entire_apartment;Entire_home-apt;2;1;1;5;1125;91;99;t
13/02/2011;1;80;42;f;2;t;Williamsburg;Entire_apartment;Entire_home-apt;2;1;1;4;120;70;93;f
31/12/2010;0;0;74;f;3;t;East_Harlem;Entire_apartment;Entire_home-apt;3;1;2;30;365;36;82;f
18/10/2010;3;100;100;f;1;t;Astoria;Entire_apartment;Entire_home-apt;3;1;2;30;30;226;93;t
16/02/2011;2;100;0;f;0;f;Harlem;Entire_apartment;Entire_home-apt;5;2;2;30;90;47;93;f
16/02/2011;3;87.640014;81.277545;f;1;f;Greenpoint;Entire_apartment;Entire_home-apt;3;1;1;30;730;3;93;f
20/02/2011;2;100;91;t;1;t;Lower_East_Side;Entire_apartment;Entire_home-apt;3;1;2;30;730;321;96;f
05/05/2010;3;100;98;t;5;t;South_Slope;Entire_apartment;Entire_home-apt;4;2;3;30;60;436;97;f
01/03/2011;3;100;98;t;27;t;Greenpoint;Room_in_boutique_hotel;Hotel_room;2;1;1;30;365;38;98;f
10/03/2011;2;100;90;f;1;t;Lower_East_Side;Private_room_in_apartment;Private_room;2;1;2;2;60;200;87;f
01/03/2011;3;100;98;t;27;t;Greenpoint;Room_in_boutique_hotel;Hotel_room;4;1;2;30;365;8;100;f
01/03/2011;3;100;98;t;27;t;Greenpoint;Room_in_boutique_hotel;Private_room;4;1;2;30;365;7;91;f
12/03/2011;1;80;50;f;2;t;Park_Slope;Entire_townhouse;Entire_home-apt;5;3;5;30;1125;37;97;f
01/03/2011;3;100;98;t;27;t;Greenpoint;Room_in_boutique_hotel;Private_room;4;1;2;30;365;2;80;f
17/03/2011;3;100;94;t;2;t;Brooklyn_Heights;Private_room_in_apartment;Private_room;1;1;1;1;365;67;97;f
17/03/2011;3;100;94;t;2;t;Brooklyn_Heights;Entire_apartment;Entire_home-apt;4;2;2;3;1125;97;96;f
18/03/2011;1;100;66;f;1;f;East_Village;Entire_apartment;Entire_home-apt;2;1;1;30;40;270;96;f
19/03/2011;1;100;94;t;1;f;Bedford-Stuyvesant;Entire_townhouse;Entire_home-apt;5;2;3;30;365;71;98;f
20/03/2011;1;57;46;f;1;t;Bushwick;Entire_apartment;Entire_home-apt;3;1;0;30;60;250;89;f
21/03/2011;3;87.640014;100;f;1;t;Fort_Greene;Entire_apartment;Entire_home-apt;3;2;3;30;200;6;93;f
25/02/2011;3;87.640014;93;t;1;t;East_Village;Entire_apartment;Entire_home-apt;2;1;1;30;90;44;98;f
