host_since;host_response_time;host_response_rate;host_acceptance_rate;host_is_superhost;host_listings_count;host_identity_verified;neighbourhood_cleansed;property_type;room_type;accommodates;bedrooms;beds;minimum_nights;maximum_nights;number_of_reviews;review_scores_rating;instant_bookable
08/08/2014;3;87.640014;81.277545;f;1;t;Clinton_Hill;Private_room_in_apartment;Private_room;2;1;1;30;1125;42;92;f
17/03/2013;2;100;67;f;2;t;Crown_Heights;Private_room_in_condominium;Private_room;1;1;1;1;1125;2;100;f
13/07/2015;3;87.640014;81.277545;f;1;f;Long_Island_City;Private_room_in_apartment;Private_room;1;1;1;1;1125;1;100;f
28/11/2014;3;87.640014;81.277545;f;1;f;Rego_Park;Private_room_in_apartment;Private_room;3;1;3;30;1125;2;90;f
13/07/2015;3;87.640014;81.277545;f;1;f;Bushwick;Private_room_in_apartment;Private_room;1;1;1;30;1125;0;93.812903;f
06/05/2012;3;100;100;t;1;t;Stuyvesant_Town;Entire_apartment;Entire_home-apt;2;1;1;30;60;29;99;f
08/08/2011;3;100;100;t;2;t;Prospect_Heights;Private_room_in_townhouse;Private_room;2;1;1;1;31;8;98;f
13/07/2015;0;0;64;f;2;t;Bushwick;Castle;Entire_home-apt;4;2;2;3;90;68;97;f
02/03/2012;3;87.640014;0;f;2;t;Upper_East_Side;Entire_apartment;Entire_home-apt;3;2;2;30;1125;1;100;f
13/07/2015;2;90;80;f;1;t;Crown_Heights;Private_room_in_apartment;Private_room;2;1;1;2;1125;79;90;f
12/02/2015;3;87.640014;81.277545;f;1;t;Crown_Heights;Entire_apartment;Entire_home-apt;4;1;2;30;1125;2;90;f
28/05/2012;3;87.640014;81.277545;f;1;f;Flatiron_District;Private_room_in_apartment;Private_room;2;1;1;30;1125;0;93.812903;f
13/07/2015;3;87.640014;81.277545;f;1;t;Fort_Greene;Entire_apartment;Entire_home-apt;2;1;1;30;1125;10;91;f
13/07/2015;3;100;100;f;1;t;Nolita;Entire_apartment;Entire_home-apt;2;1;1;4;1125;19;95;f
13/09/2012;0;0;0;f;1;t;Hells_Kitchen;Entire_apartment;Entire_home-apt;2;1;1;30;90;0;93.812903;f
12/07/2014;3;87.640014;81.277545;f;2;t;Upper_West_Side;Private_room_in_apartment;Private_room;1;1;1;30;1125;33;98;f
10/10/2014;2;100;89;f;1;f;Bayside;Entire_house;Entire_home-apt;6;3;3;1;1125;105;94;f
17/11/2014;3;87.640014;81.277545;f;1;t;Lower_East_Side;Entire_apartment;Entire_home-apt;3;1;1;30;1125;0;93.812903;f
13/07/2015;3;87.640014;81.277545;f;1;t;Long_Island_City;Private_room_in_apartment;Private_room;1;1;1;30;1125;0;93.812903;f
03/05/2012;3;100;99;f;3;t;West_Village;Entire_apartment;Entire_home-apt;4;1;2;30;365;152;94;t
26/03/2013;3;87.640014;81.277545;f;1;t;Harlem;Private_room_in_apartment;Private_room;1;1;1;30;30;10;85;t
14/07/2015;3;87.640014;81.277545;f;1;t;Harlem;Entire_apartment;Entire_home-apt;3;1;3;30;60;14;93;f
06/06/2013;3;87.640014;81.277545;f;1;t;Greenpoint;Entire_apartment;Entire_home-apt;2;1;1;30;1125;7;91;f
14/07/2015;3;87.640014;81.277545;f;1;t;Williamsburg;Private_room_in_apartment;Private_room;1;1;1;30;1125;0;93.812903;f
14/07/2015;3;87.640014;81.277545;f;1;f;South_Slope;Entire_apartment;Entire_home-apt;4;3;3;30;1125;6;97;f
07/09/2014;3;87.640014;81.277545;f;1;t;Harlem;Entire_apartment;Entire_home-apt;2;1;1;30;1125;1;80;f
14/07/2015;3;87.640014;81.277545;f;1;t;Williamsburg;Entire_apartment;Entire_home-apt;2;1;1;30;1125;1;100;f
10/07/2015;0;0;81.277545;f;1;t;Bedford-Stuyvesant;Entire_apartment;Entire_home-apt;2;1;1;30;1125;15;91;f
14/07/2015;3;87.640014;81.277545;f;1;f;Upper_East_Side;Entire_apartment;Entire_home-apt;4;1;1;30;1125;2;80;f
18/04/2015;3;87.640014;81.277545;f;2;t;Harlem;Private_room_in_apartment;Private_room;2;2;1;30;31;4;100;f
05/09/2012;3;87.640014;81.277545;f;2;f;Bedford-Stuyvesant;Entire_townhouse;Entire_home-apt;6;4;4;30;60;9;98;f
27/02/2014;3;87.640014;81.277545;f;1;t;Bushwick;Private_room_in_apartment;Private_room;2;1;1;30;1125;0;93.812903;f
16/01/2015;3;87.640014;81.277545;f;1;f;Bushwick;Entire_apartment;Entire_home-apt;2;1;1;30;1125;0;93.812903;f
14/07/2015;3;87.640014;81.277545;f;1;f;Murray_Hill;Private_room_in_apartment;Private_room;2;1;1;30;1125;2;100;f
04/04/2014;3;87.640014;81.277545;f;1;t;Bedford-Stuyvesant;Private_room_in_apartment;Private_room;1;1;1;30;1125;0;93.812903;f
15/07/2015;3;87.640014;81.277545;f;1;t;Flatbush;Entire_apartment;Entire_home-apt;2;1;1;30;1125;2;90;f
15/07/2015;3;87.640014;81.277545;f;1;t;Hells_Kitchen;Private_room_in_apartment;Private_room;1;1;1;30;365;51;97;f
17/04/2012;3;87.640014;81.277545;f;1;f;East_Flatbush;Private_room_in_apartment;Private_room;2;1;1;30;1125;0;93.812903;f
15/07/2015;3;87.640014;81.277545;f;1;t;Flatbush;Entire_apartment;Entire_home-apt;4;1;2;30;1125;2;90;f
15/07/2015;3;87.640014;81.277545;f;1;f;East_Harlem;Private_room_in_apartment;Private_room;1;1;1;30;1125;1;93.812903;f
05/12/2011;3;87.640014;0;f;1;f;Financial_District;Entire_apartment;Entire_home-apt;4;2;4;30;1125;6;90;f
04/02/2013;3;87.640014;81.277545;f;1;t;Harlem;Private_room_in_apartment;Private_room;2;1;1;30;1125;2;100;t
18/04/2015;3;87.640014;81.277545;f;1;f;Washington_Heights;Private_room_in_apartment;Private_room;2;1;1;30;1125;1;93.812903;f
30/01/2013;3;100;81.277545;f;1;t;Park_Slope;Entire_house;Entire_home-apt;6;4;0;180;1125;0;93.812903;f
16/10/2012;3;87.640014;63;f;0;t;Kips_Bay;Entire_apartment;Entire_home-apt;2;1;1;30;1125;24;98;f
20/05/2013;3;100;87;f;1;t;East_Harlem;Entire_apartment;Entire_home-apt;7;2;2;1;300;23;91;f
26/04/2015;3;87.640014;81.277545;f;1;t;Upper_West_Side;Private_room_in_apartment;Private_room;2;1;1;7;1125;12;100;f
08/01/2014;3;87.640014;81.277545;f;1;t;Bushwick;Entire_apartment;Entire_home-apt;2;2;2;30;1125;1;100;f
05/02/2015;3;87.640014;81.277545;f;1;t;East_Village;Private_room_in_apartment;Private_room;1;1;1;30;1125;4;100;f
16/07/2015;3;87.640014;81.277545;f;1;t;Bedford-Stuyvesant;Private_room_in_apartment;Private_room;1;1;1;30;1125;0;93.812903;f
02/06/2014;1;90;37;f;2;f;Sunset_Park;Private_room_in_apartment;Private_room;2;1;1;1;31;146;97;f
14/05/2015;2;96;73;f;5;t;Bedford-Stuyvesant;Entire_house;Entire_home-apt;8;5;6;30;1125;55;96;f
06/03/2014;0;0;81.277545;f;2;t;East_New_York;Private_room_in_apartment;Private_room;1;1;1;2;1125;10;93;f
16/07/2015;3;87.640014;81.277545;f;1;t;Bedford-Stuyvesant;Private_room_in_apartment;Private_room;4;1;2;1;1125;24;96;t
16/07/2015;3;87.640014;81.277545;f;1;f;Williamsburg;Private_room_in_apartment;Private_room;2;1;1;30;1125;0;93.812903;f
05/08/2014;3;87.640014;81.277545;f;1;t;West_Village;Private_room_in_apartment;Private_room;2;1;1;30;1125;2;90;f
30/01/2013;3;87.640014;81.277545;f;1;f;Williamsburg;Private_room_in_loft;Private_room;2;1;1;30;1124;14;100;f
16/07/2015;3;87.640014;81.277545;f;1;f;Midtown;Private_room_in_apartment;Private_room;1;1;1;30;1125;2;90;f
13/07/2015;3;87.640014;81.277545;f;2;f;Ditmars_Steinway;Private_room_in_apartment;Private_room;2;1;2;30;30;3;80;f
23/02/2014;3;87.640014;81.277545;f;1;f;Prospect_Heights;Entire_apartment;Entire_home-apt;2;2;1;30;1125;4;100;f
16/07/2015;3;87.640014;81.277545;f;1;f;Lower_East_Side;Private_room_in_apartment;Private_room;1;1;1;30;1125;0;93.812903;f
09/07/2015;3;87.640014;81.277545;f;1;t;Hells_Kitchen;Private_room_in_apartment;Private_room;2;1;1;30;1125;1;100;f
17/07/2015;3;87.640014;81.277545;f;1;f;Long_Island_City;Private_room_in_apartment;Private_room;1;1;1;30;1125;0;93.812903;f
06/11/2014;3;87.640014;81.277545;f;2;t;Bedford-Stuyvesant;Private_room_in_apartment;Private_room;1;1;1;30;1125;0;93.812903;f
15/07/2013;3;87.640014;81.277545;f;1;t;Lower_East_Side;Private_room_in_condominium;Private_room;2;1;1;30;1125;18;93;f
17/07/2015;3;87.640014;81.277545;f;1;f;Bedford-Stuyvesant;Entire_apartment;Entire_home-apt;2;1;1;30;30;2;100;f
13/11/2013;3;87.640014;81.277545;f;1;f;Astoria;Entire_apartment;Entire_home-apt;3;1;1;30;1125;0;93.812903;f
17/07/2015;3;87.640014;81.277545;f;1;t;Williamsburg;Private_room_in_apartment;Private_room;1;1;1;30;1125;3;87;f
06/08/2013;3;87.640014;81.277545;f;1;t;Williamsburg;Entire_apartment;Entire_home-apt;4;2;2;30;1125;1;100;f
24/02/2015;3;87.640014;81.277545;f;1;t;Gramercy;Private_room_in_apartment;Private_room;1;1;1;30;1125;2;100;t
12/04/2013;3;87.640014;81.277545;f;1;f;Upper_West_Side;Entire_apartment;Entire_home-apt;2;1;1;30;1125;1;100;f
16/07/2015;0;10;67;f;1;t;Upper_West_Side;Entire_apartment;Entire_home-apt;1;1;1;30;1125;3;100;f
17/07/2015;3;87.640014;81.277545;f;1;f;Lower_East_Side;Private_room_in_apartment;Private_room;1;1;1;30;1125;2;90;f
06/12/2012;3;87.640014;81.277545;f;1;t;Carroll_Gardens;Entire_apartment;Entire_home-apt;2;1;1;30;1125;6;83;f
26/12/2013;3;87.640014;81.277545;f;1;t;Sunset_Park;Private_room_in_apartment;Private_room;2;1;1;30;1125;2;100;f
13/07/2015;3;87.640014;81.277545;f;1;t;Upper_East_Side;Private_room_in_apartment;Private_room;2;1;1;30;1125;0;93.812903;f
05/02/2014;3;87.640014;81.277545;f;1;t;Astoria;Entire_apartment;Entire_home-apt;3;1;2;30;1125;3;93;f
10/12/2012;3;87.640014;100;f;1;f;Lower_East_Side;Private_room_in_apartment;Private_room;2;1;1;2;30;17;99;f
17/07/2015;3;87.640014;81.277545;f;1;t;Williamsburg;Entire_apartment;Entire_home-apt;2;1;1;30;1125;11;95;f
14/11/2011;3;87.640014;81.277545;f;1;t;Midtown;Entire_apartment;Entire_home-apt;4;1;1;30;1125;1;100;f
18/07/2015;1;100;81.277545;f;1;t;Greenwich_Village;Private_room_in_apartment;Private_room;2;1;1;30;1125;62;98;f
03/10/2012;3;100;100;t;0;f;Williamsburg;Entire_apartment;Entire_home-apt;5;2;3;3;25;33;97;f
26/08/2011;3;87.640014;81.277545;f;1;t;Williamsburg;Private_room_in_apartment;Private_room;2;1;1;30;1125;2;80;f
21/05/2014;3;87.640014;81.277545;f;1;t;Astoria;Private_room_in_apartment;Private_room;1;1;1;30;1125;0;93.812903;f
18/07/2015;3;100;94;t;1;t;Bedford-Stuyvesant;Entire_apartment;Entire_home-apt;3;1;2;3;14;158;99;f
12/01/2014;3;87.640014;81.277545;f;1;t;Upper_West_Side;Entire_apartment;Entire_home-apt;2;1;1;30;1125;2;100;f
29/06/2015;3;87.640014;81.277545;f;1;t;East_Village;Entire_apartment;Entire_home-apt;5;2;2;30;1125;21;93;f
18/05/2011;3;87.640014;81.277545;f;1;t;Bedford-Stuyvesant;Private_room_in_apartment;Private_room;2;1;1;30;1125;0;93.812903;f
21/10/2014;3;87.640014;81.277545;f;1;t;East_Village;Private_room_in_apartment;Private_room;2;1;1;30;1125;0;93.812903;f
29/07/2014;3;87.640014;81.277545;f;1;t;Upper_West_Side;Entire_apartment;Entire_home-apt;3;1;1;30;1125;1;100;f
28/01/2013;3;87.640014;81.277545;f;1;f;Gramercy;Private_room_in_apartment;Private_room;1;1;1;30;1125;0;93.812903;f
09/10/2014;3;87.640014;81.277545;f;1;t;Long_Island_City;Entire_apartment;Entire_home-apt;2;1;1;30;1125;9;80;f
10/06/2014;3;87.640014;81.277545;f;1;t;Washington_Heights;Private_room_in_apartment;Private_room;1;1;1;30;1125;2;80;f
29/11/2012;3;87.640014;81.277545;f;2;t;Flatbush;Private_room_in_townhouse;Private_room;4;1;3;30;1125;4;80;t
01/06/2015;1;100;0;f;1;t;Springfield_Gardens;Private_room_in_house;Private_room;2;1;1;30;1125;1;20;f
13/04/2012;3;87.640014;81.277545;f;2;t;Tribeca;Private_room_in_apartment;Private_room;1;1;1;30;30;15;99;f
14/10/2012;3;87.640014;81.277545;f;2;t;Prospect-Lefferts_Gardens;Private_room_in_apartment;Private_room;1;1;1;30;90;3;93;f
19/07/2015;3;87.640014;81.277545;f;1;t;Bushwick;Private_room_in_apartment;Private_room;2;1;1;30;1125;4;95;f
27/02/2015;3;87.640014;81.277545;f;1;t;Bedford-Stuyvesant;Entire_apartment;Entire_home-apt;3;2;2;30;1125;6;93;f
22/01/2013;3;87.640014;81.277545;f;1;t;Bushwick;Private_room_in_apartment;Private_room;1;1;1;30;30;0;93.812903;f
19/07/2015;3;87.640014;81.277545;f;1;t;Upper_West_Side;Entire_apartment;Entire_home-apt;5;1;4;30;1125;0;93.812903;f
13/05/2013;0;0;40;t;1;t;Flatbush;Private_room_in_house;Private_room;2;1;1;30;1125;70;99;f
10/07/2014;3;87.640014;81.277545;f;1;t;Park_Slope;Entire_apartment;Entire_home-apt;4;2;2;30;1125;2;100;f
04/01/2015;0;0;0;f;1;f;Washington_Heights;Private_room_in_apartment;Private_room;1;1;1;30;1125;2;100;f
21/06/2014;1;50;81.277545;f;0;t;Civic_Center;Entire_apartment;Entire_home-apt;2;1;1;30;1125;0;93.812903;f
04/05/2013;3;87.640014;81.277545;f;1;t;Greenpoint;Entire_apartment;Entire_home-apt;2;1;1;30;1125;3;100;f
25/09/2012;3;87.640014;81.277545;f;1;t;Clinton_Hill;Entire_apartment;Entire_home-apt;3;1;1;30;1125;5;96;f
03/08/2011;3;87.640014;81.277545;f;3;t;Bedford-Stuyvesant;Entire_apartment;Entire_home-apt;4;2;2;30;1125;1;100;f
11/01/2011;2;85;94;t;14;t;Prospect_Heights;Private_room_in_apartment;Private_room;3;1;2;30;180;325;96;t
20/07/2015;1;90;100;f;1;t;East_Flatbush;Entire_house;Entire_home-apt;5;3;3;2;1125;45;88;t
01/07/2012;0;44;76;f;1;t;West_Village;Entire_apartment;Entire_home-apt;2;1;1;13;1125;40;94;f
20/07/2015;2;83;0;f;9;t;Upper_East_Side;Private_room_in_apartment;Private_room;1;1;1;30;2100;3;100;f
27/06/2015;3;100;100;t;2;t;Williamsburg;Entire_apartment;Entire_home-apt;5;1;3;30;120;134;94;t
03/12/2014;2;100;81.277545;f;1;t;SoHo;Entire_apartment;Entire_home-apt;2;1;1;30;1125;0;93.812903;f
23/04/2012;3;87.640014;81.277545;f;1;t;Bedford-Stuyvesant;Entire_apartment;Entire_home-apt;2;1;1;30;1125;6;93;f
29/06/2015;3;87.640014;81.277545;f;1;t;Bay_Ridge;Entire_apartment;Entire_home-apt;2;1;2;30;34;10;78;f
05/05/2015;3;87.640014;81.277545;f;1;f;Bedford-Stuyvesant;Private_room_in_apartment;Private_room;2;1;1;30;1125;7;80;f
26/07/2014;3;87.640014;81.277545;f;1;t;Hells_Kitchen;Private_room_in_apartment;Private_room;1;1;1;30;1125;0;93.812903;f
24/02/2015;3;100;100;f;1;t;Prospect-Lefferts_Gardens;Entire_guest_suite;Entire_home-apt;2;1;1;5;180;68;97;t
08/08/2011;3;100;100;t;2;t;Prospect_Heights;Private_room_in_townhouse;Private_room;2;1;1;1;31;261;98;f
20/07/2015;3;100;85;f;1;t;Flatbush;Entire_apartment;Entire_home-apt;6;3;4;30;365;129;95;f
21/07/2015;3;87.640014;81.277545;f;1;t;Williamsburg;Entire_apartment;Entire_home-apt;5;2;2;30;1125;4;95;f
25/12/2011;3;87.640014;81.277545;f;3;t;Nolita;Private_room_in_apartment;Private_room;3;1;2;30;1125;0;93.812903;f
07/09/2012;3;87.640014;81.277545;f;1;t;Williamsburg;Entire_apartment;Entire_home-apt;3;2;2;30;1125;0;93.812903;f
19/01/2015;3;87.640014;80;t;7;t;Sunnyside;Entire_townhouse;Entire_home-apt;2;1;1;30;31;52;99;f
21/07/2015;2;100;81.277545;t;2;t;Bedford-Stuyvesant;Entire_house;Entire_home-apt;6;3;6;30;60;9;94;f
14/04/2014;3;87.640014;81.277545;f;1;t;Park_Slope;Private_room_in_townhouse;Private_room;1;1;1;30;36;7;91;f
24/02/2014;3;87.640014;81.277545;f;1;t;Kips_Bay;Entire_apartment;Entire_home-apt;4;3;0;30;1125;0;93.812903;f
05/12/2012;3;87.640014;81.277545;f;1;t;Gowanus;Entire_apartment;Entire_home-apt;4;1;1;1;1125;4;95;f
23/05/2014;3;87.640014;81.277545;t;1;t;Chelsea;Entire_apartment;Entire_home-apt;2;1;1;30;1111;97;98;f
21/07/2014;3;87.640014;81.277545;f;1;t;East_Village;Private_room_in_apartment;Private_room;2;1;1;30;1125;6;93;f
21/07/2015;3;87.640014;81.277545;f;1;f;Carroll_Gardens;Private_room_in_apartment;Private_room;2;1;1;30;1125;0;93.812903;f
15/11/2012;3;80;100;f;3;t;Bushwick;Entire_apartment;Entire_home-apt;6;1;2;30;1125;88;89;t
30/06/2013;3;87.640014;81.277545;f;1;t;Chelsea;Private_room_in_apartment;Private_room;2;1;1;30;1125;0;93.812903;f
22/05/2015;3;87.640014;81.277545;f;1;t;Upper_East_Side;Private_room_in_apartment;Private_room;1;1;1;30;30;4;93;t
29/03/2014;2;90;50;f;4;t;Harlem;Private_room_in_apartment;Private_room;2;1;1;30;1125;21;91;f
22/07/2015;3;87.640014;100;f;1;f;Bedford-Stuyvesant;Private_room_in_apartment;Private_room;1;1;1;30;1125;30;88;f
19/04/2013;3;87.640014;81.277545;f;1;t;Astoria;Private_room_in_house;Private_room;2;1;1;30;1125;0;93.812903;f
01/04/2012;3;87.640014;81.277545;f;1;t;South_Slope;Entire_apartment;Entire_home-apt;3;2;2;30;1125;4;100;f
22/05/2013;3;87.640014;81.277545;f;1;t;Financial_District;Entire_apartment;Entire_home-apt;4;1;1;30;1125;0;93.812903;f
21/09/2010;3;87.640014;81.277545;f;2;t;Flatbush;Private_room_in_apartment;Private_room;2;1;1;30;1125;0;93.812903;f
22/07/2015;3;87.640014;81.277545;f;1;t;Upper_East_Side;Private_room_in_apartment;Private_room;2;1;1;30;1125;7;90;f
20/03/2014;3;100;81;f;29;t;Upper_East_Side;Entire_apartment;Entire_home-apt;2;1;1;30;360;6;100;f
14/06/2015;3;87.640014;96;t;2;t;Bushwick;Entire_apartment;Entire_home-apt;6;3;4;5;365;170;97;f
13/08/2014;3;87.640014;81.277545;f;1;t;East_Village;Entire_apartment;Entire_home-apt;7;2;2;30;1125;0;93.812903;f
18/06/2014;3;87.640014;81.277545;f;1;f;Financial_District;Private_room_in_apartment;Private_room;2;1;1;30;1125;31;94;t
24/09/2014;3;87.640014;81.277545;f;1;t;Midwood;Entire_apartment;Entire_home-apt;4;1;2;30;120;13;95;f
13/01/2014;3;87.640014;81.277545;f;1;t;Nolita;Private_room_in_apartment;Private_room;1;1;1;30;1125;3;90;f
22/07/2015;3;87.640014;100;f;1;f;Bedford-Stuyvesant;Entire_house;Entire_home-apt;5;1;1;3;90;79;95;f
21/03/2013;2;100;71;t;1;t;Bedford-Stuyvesant;Entire_apartment;Entire_home-apt;2;1;1;12;1125;65;96;f
22/07/2015;3;87.640014;81.277545;f;1;f;Bushwick;Private_room_in_apartment;Private_room;2;1;1;30;1125;3;100;f
28/04/2015;3;90;98;f;6;f;Hunts_Point;Private_room_in_house;Private_room;3;1;2;30;45;18;93;t
19/11/2013;3;87.640014;81.277545;f;1;f;Harlem;Entire_apartment;Entire_home-apt;3;1;1;30;1125;1;40;f
28/04/2015;3;90;98;f;6;f;Hunts_Point;Private_room_in_house;Private_room;3;1;2;30;45;27;92;t
03/10/2014;3;87.640014;81.277545;f;1;t;Sunnyside;Entire_house;Entire_home-apt;5;4;6;30;40;0;93.812903;f
23/07/2015;3;87.640014;100;t;1;t;Harlem;Private_room_in_apartment;Private_room;2;1;1;3;14;150;96;t
19/01/2015;3;100;100;f;5;t;Flatbush;Private_room_in_house;Private_room;2;1;0;2;14;32;97;t
11/03/2015;3;87.640014;81.277545;f;1;t;Upper_West_Side;Private_room_in_apartment;Private_room;2;1;1;30;1125;9;98;t
09/06/2012;3;87.640014;81.277545;f;2;t;SoHo;Private_room_in_townhouse;Private_room;4;2;3;7;90;51;90;f
03/04/2014;3;87.640014;81.277545;f;1;t;Williamsburg;Private_room_in_apartment;Private_room;2;1;1;30;1125;3;100;f
12/12/2011;3;87.640014;81.277545;f;1;t;Williamsburg;Private_room_in_apartment;Private_room;2;1;1;30;1125;0;93.812903;f
17/07/2014;3;87.640014;81.277545;f;1;t;Crown_Heights;Private_room_in_apartment;Private_room;1;1;1;30;1125;1;100;f
28/02/2012;3;87.640014;81.277545;f;1;t;Chelsea;Entire_apartment;Entire_home-apt;4;1;2;30;1125;11;98;f
04/12/2009;3;100;47;t;2;t;Vinegar_Hill;Entire_apartment;Entire_home-apt;2;1;1;30;180;31;94;f
18/03/2015;3;87.640014;81.277545;f;1;t;Midtown;Private_room_in_apartment;Private_room;1;1;1;30;1125;1;80;f
20/05/2014;3;87.640014;81.277545;f;1;t;Clinton_Hill;Private_room_in_apartment;Private_room;1;1;1;30;1125;0;93.812903;f
23/07/2015;3;87.640014;81.277545;f;1;t;Washington_Heights;Entire_apartment;Entire_home-apt;5;2;2;30;1125;3;100;f
23/07/2015;3;87.640014;81.277545;f;1;t;Chinatown;Entire_apartment;Entire_home-apt;3;2;3;30;1125;0;93.812903;f
22/07/2015;3;87.640014;81.277545;f;0;t;Harlem;Private_room_in_apartment;Private_room;2;1;1;30;1125;1;93.812903;f
11/01/2014;3;87.640014;81.277545;f;1;t;Harlem;Private_room_in_apartment;Private_room;2;1;2;30;1125;20;92;f
13/02/2014;3;87.640014;75;f;1;t;Park_Slope;Entire_apartment;Entire_home-apt;4;1;1;30;1125;68;97;f
24/07/2015;3;87.640014;81.277545;f;1;t;East_Harlem;Private_room_in_apartment;Private_room;2;1;1;30;30;37;94;f
25/07/2015;3;87.640014;81.277545;f;1;f;Williamsburg;Entire_apartment;Entire_home-apt;3;1;1;30;1125;2;100;f
25/07/2015;3;87.640014;81.277545;f;1;f;Harlem;Private_room_in_apartment;Private_room;1;1;1;30;1125;0;93.812903;t
23/04/2015;3;87.640014;81.277545;f;1;t;Upper_West_Side;Private_room_in_apartment;Private_room;2;1;1;30;1125;12;94;f
27/07/2013;3;87.640014;81.277545;f;1;t;Harlem;Entire_apartment;Entire_home-apt;6;3;3;30;1125;1;93.812903;f
09/01/2015;3;87.640014;81.277545;f;1;t;Upper_East_Side;Entire_apartment;Entire_home-apt;2;1;1;30;1125;19;96;f
25/07/2015;3;87.640014;57;f;1;t;Inwood;Entire_apartment;Entire_home-apt;2;1;0;30;30;7;86;f
25/07/2015;3;87.640014;81.277545;f;1;f;Harlem;Private_room_in_apartment;Private_room;2;1;1;30;1125;0;93.812903;f
25/07/2015;3;87.640014;81.277545;f;1;f;West_Village;Entire_apartment;Entire_home-apt;2;1;1;30;1125;4;100;f
25/07/2015;3;87.640014;81.277545;f;1;f;East_Village;Private_room_in_apartment;Private_room;1;1;1;31;1125;9;98;f
26/10/2013;3;87.640014;77;f;1;t;Prospect-Lefferts_Gardens;Private_room_in_apartment;Private_room;2;1;1;1;7;163;95;f
22/06/2014;0;25;68;f;1;t;West_Village;Entire_apartment;Entire_home-apt;2;1;1;30;1125;239;95;f
26/07/2015;3;87.640014;100;f;1;t;Upper_West_Side;Entire_condominium;Entire_home-apt;4;2;0;31;1125;12;89;f
05/06/2014;3;100;71;f;20;t;Fort_Greene;Entire_apartment;Entire_home-apt;2;1;2;30;365;20;98;f
15/09/2015;3;87.640014;81.277545;f;20.8127;t;Harlem;Private_room_in_apartment;Private_room;2;1;1;30;1125;1;93.812903;f
05/06/2014;3;100;71;f;20;t;Boerum_Hill;Entire_apartment;Entire_home-apt;4;1;2;30;365;11;91;f
16/10/2012;3;100;67;f;4;t;South_Slope;Private_room_in_apartment;Private_room;2;1;1;30;1125;5;96;f
15/10/2013;3;100;93;t;1;t;Ditmars_Steinway;Entire_apartment;Entire_home-apt;4;2;2;3;25;127;97;f
09/09/2013;3;87.640014;81.277545;f;1;f;Williamsburg;Entire_apartment;Entire_home-apt;2;1;1;30;1125;0;93.812903;f
26/07/2015;3;87.640014;81.277545;f;1;t;Williamsburg;Entire_apartment;Entire_home-apt;2;1;1;30;1125;0;93.812903;f
12/08/2014;1;100;50;t;2;t;Astoria;Private_room_in_apartment;Private_room;2;1;1;2;14;7;100;f
26/07/2015;3;87.640014;81.277545;f;1;t;Bushwick;Private_room_in_apartment;Private_room;2;1;1;30;1125;8;95;f
30/11/2012;3;100;99;f;19;t;Clinton_Hill;Private_room_in_apartment;Private_room;2;1;1;30;1125;25;85;f
30/11/2012;3;100;99;f;19;t;Clinton_Hill;Private_room_in_apartment;Private_room;1;1;1;30;1125;33;93;f
26/07/2015;3;87.640014;81.277545;f;1;t;Concourse;Entire_apartment;Entire_home-apt;2;1;1;30;1125;1;100;f
18/11/2013;0;0;50;f;1;t;Harlem;Entire_apartment;Entire_home-apt;3;1;1;31;90;8;97;f
26/07/2015;3;87.640014;100;t;2;t;Bedford-Stuyvesant;Entire_apartment;Entire_home-apt;4;1;2;30;30;148;97;t
06/12/2013;3;100;88;t;4;t;Windsor_Terrace;Private_room_in_house;Private_room;4;2;2;1;92;115;96;f
23/08/2012;3;87.640014;81.277545;f;1;t;Williamsburg;Private_room_in_apartment;Private_room;2;1;1;30;1125;1;93.812903;f
26/07/2015;2;97;94;f;2;t;Flushing;Private_room_in_house;Private_room;2;1;1;30;1125;183;95;f
26/07/2015;3;87.640014;81.277545;f;1;f;Chelsea;Entire_apartment;Entire_home-apt;3;1;1;30;1125;4;95;f
26/07/2015;3;87.640014;81.277545;f;1;f;Midtown;Entire_apartment;Entire_home-apt;2;1;1;30;1125;1;93.812903;f
30/05/2014;3;87.640014;81.277545;f;1;f;Hells_Kitchen;Private_room_in_apartment;Private_room;1;1;1;30;1125;0;93.812903;f
05/07/2015;3;87.640014;82;f;3;t;Hells_Kitchen;Private_room_in_apartment;Private_room;2;1;1;30;1125;171;91;f
02/01/2013;3;87.640014;81.277545;f;1;f;South_Slope;Entire_apartment;Entire_home-apt;4;2;2;30;1125;3;80;f
02/03/2013;3;87.640014;81.277545;f;1;t;Greenpoint;Entire_apartment;Entire_home-apt;1;1;1;30;1125;0;93.812903;f
03/10/2011;3;87.640014;81.277545;f;1;t;Upper_West_Side;Entire_apartment;Entire_home-apt;2;1;1;30;1125;1;100;f
21/04/2013;3;87.640014;81.277545;f;1;t;Prospect-Lefferts_Gardens;Private_room_in_house;Private_room;1;1;1;30;100;2;100;t
08/06/2015;3;87.640014;81.277545;f;1;f;Greenwich_Village;Private_room_in_apartment;Private_room;2;1;1;30;1125;0;93.812903;f
27/07/2015;3;87.640014;81.277545;f;1;t;Harlem;Private_room_in_apartment;Private_room;2;1;2;30;60;27;94;f
31/10/2011;3;87.640014;81.277545;f;1;t;Boerum_Hill;Private_room_in_apartment;Private_room;2;1;1;30;1125;0;93.812903;f
27/07/2015;3;87.640014;81.277545;f;1;t;Upper_West_Side;Entire_apartment;Entire_home-apt;2;1;1;30;1125;1;100;f
